,Setpoints,Energy,Temperatures,Basic Money,Comfort violations
0,16.0,0.0,20.18248892349297,0.0,0.0
1,16.0,0.0,20.071354822429083,0.0,0.0
2,16.0,0.0,19.972990762806273,0.0,0.0
3,16.0,0.0,19.87314212397021,0.0,0.0
4,16.0,0.0,19.775891743392222,0.0,0.0
5,17.0,0.0,19.685618324236856,0.0,0.0
6,17.0,0.0,19.622556473377717,0.0,0.0
7,16.0,0.0,19.61240292525969,0.0,0.38759707474030947
8,21.0,490885.1113484334,20.62906908721005,196354.04453937337,0.0
9,18.0,0.0,19.95021860936617,0.0,0.04978139063382869
10,18.0,0.0,19.918613324575883,0.0,0.08138667542411682
11,18.0,0.0,19.913989628427046,0.0,0.08601037157295366
12,19.5,0.0,19.91349530914179,0.0,0.08650469085820944
13,20.5,278936.0908730014,20.49936716191411,111574.43634920055,0.0
14,19.0,0.0,20.10181692913719,0.0,0.0
15,21.0,417706.6124558572,20.93369714482598,167082.6449823429,0.0
16,18.5,0.0,20.313014821849716,0.0,0.0
17,20.0,12670.225182536342,20.273587931067834,7602.135109521805,0.0
18,17.0,0.0,20.188428165848567,0.0,0.0
19,17.0,0.0,20.107094299068727,0.0,0.0
20,19.0,0.0,20.01092739943563,0.0,0.0
21,21.5,500000.0,20.926255867635113,200000.0,0.0
22,18.5,0.0,20.136168582670805,0.0,0.0
23,16.0,0.0,20.02814085620443,0.0,0.0
24,16.0,0.0,19.956168013929663,0.0,0.0
25,16.0,0.0,19.88187087884888,0.0,0.0
26,16.0,0.0,19.810005391047728,0.0,0.0
27,16.0,0.0,19.735548769943062,0.0,0.0
28,16.0,0.0,19.65872088631823,0.0,0.0
29,22.0,500000.0,20.600102272908938,100000.0,0.0
30,19.5,850.555176633741,19.82462085312831,170.1110353267482,0.0
31,21.0,497391.4851452885,20.749336558267867,99478.2970290577,0.0
32,19.0,0.0,20.00268652079949,0.0,0.0
33,20.5,289343.7514544755,20.529485740340093,115737.50058179021,0.0
34,21.0,429707.19142573065,20.948635248561242,171882.87657029228,0.0
35,18.0,0.0,20.277460980182695,0.0,0.0
36,16.0,0.0,20.20233985099627,0.0,0.0
37,20.0,15996.26339941172,20.197640546479512,6398.505359764688,0.0
38,17.5,0.0,20.139211925053246,0.0,0.0
39,22.5,500000.0,21.105469609704866,200000.0,0.0
40,17.5,0.0,20.334244632651426,0.0,0.0
41,18.5,0.0,20.220178860101676,0.0,0.0
42,21.0,381045.41057039035,20.924742258390467,228627.2463422342,0.0
43,18.5,0.0,20.281548723639673,0.0,0.0
44,21.5,500000.0,21.153918270087747,300000.0,0.0
45,17.5,0.0,20.33388229887235,0.0,0.0
46,16.0,0.0,20.19440230979942,0.0,0.0
47,16.0,0.0,20.090514964486417,0.0,0.0
48,16.0,0.0,19.988011334569947,0.0,0.0
49,16.0,0.0,19.891628273410983,0.0,0.0
50,16.0,0.0,19.80102700765911,0.0,0.0
51,16.0,0.0,19.72091192715643,0.0,0.0
52,16.5,0.0,19.64752081266547,0.0,0.0
53,16.5,0.0,19.583380405682497,0.0,0.0
54,20.5,448845.559285932,20.4491689499534,89769.1118571864,0.0
55,17.0,0.0,19.775901350892337,0.0,0.2240986491076633
56,19.0,0.0,19.73931395468249,0.0,0.2606860453175095
57,22.0,500000.0,20.759569771050906,200000.0,0.0
58,18.0,0.0,20.042039222618964,0.0,0.0
59,20.0,69334.58703530366,20.12258536465188,27733.834814121466,0.0
60,20.5,230345.0435406767,20.448436092811022,92138.01741627068,0.0
61,21.5,500000.0,21.083859697410517,200000.0,0.0
