,Setpoints,Energy,Temperatures,Basic Money,Comfort violations
0,18.5,0.0,20.18248892349297,0.0,0.0
1,17.5,0.0,20.071354822429083,0.0,0.0
2,18.0,0.0,19.972990762806273,0.0,0.0
3,20.5,267216.7680527823,20.414064228521525,13360.838402639114,0.0
4,22.5,500000.0,20.952073749046807,25000.0,0.0
5,22.5,500000.0,21.135560930209678,25000.0,0.0
6,19.0,0.0,20.301015779205272,0.0,0.0
7,20.5,153950.99031376475,20.53654580935273,7697.549515688238,0.0
8,21.5,495610.2775908465,21.29914051999964,49561.02775908465,0.0
9,22.5,500000.0,21.58099665109821,50000.0,0.0
10,17.5,0.0,20.79660779271911,0.0,0.0
11,22.5,500000.0,21.72519148646331,50000.0,0.0
12,22.0,489444.8502171988,21.958896079196332,48944.485021719884,0.0
13,22.0,415193.535377771,22.0237360994102,41519.353537777104,0.0
14,17.0,0.0,21.33084501692278,0.0,0.0
15,20.0,0.0,21.22906139625732,0.0,0.0
16,22.5,500000.0,22.16147233193616,50000.0,0.0
17,21.5,118522.72531048844,21.600289538371143,17778.408796573265,0.0
18,17.0,0.0,21.26835696447477,0.0,0.0
19,21.5,180324.5129908261,21.488256034969787,27048.676948623914,0.0
20,19.5,0.0,21.077912393136682,0.0,0.0
21,18.0,0.0,20.909321279457174,0.0,0.0
22,20.5,0.0,20.781289178262345,0.0,0.0
23,19.5,0.0,20.67169299563608,0.0,0.0
24,17.0,0.0,20.56978791183211,0.0,0.0
25,20.5,37271.951517942296,20.544734756049472,1863.597575897115,0.0
26,22.5,500000.0,21.40762329860386,25000.0,0.0
27,19.5,0.0,20.590662458827016,0.0,0.0
28,22.0,498701.1239657627,21.456370847125246,24935.056198288134,0.0
29,18.0,0.0,20.630456417636147,0.0,0.0
30,16.5,0.0,20.487588883195407,0.0,0.0
31,22.0,500000.0,21.417892759912124,25000.0,0.0
32,22.0,487252.91060055536,21.629032835719325,48725.29106005554,0.0
33,20.5,0.0,20.83759543264679,0.0,0.0
34,22.5,500000.0,21.7493668766288,50000.0,0.0
35,20.0,0.0,20.96990235128352,0.0,0.0
36,19.5,0.0,20.86078560822985,0.0,0.0
37,16.0,0.0,20.794328764665728,0.0,0.0
38,20.0,0.0,20.738300002223088,0.0,0.0
39,20.0,0.0,20.66763510414592,0.0,0.0
40,16.5,0.0,20.591364844915777,0.0,0.0
41,21.5,441452.73178523727,21.404273461551448,66217.90976778559,0.0
42,17.5,0.0,20.69695763232194,0.0,0.0
43,21.5,447518.56654073263,21.473052566386432,67127.78498110989,0.0
44,19.5,0.0,20.702493824023392,0.0,0.0
45,20.5,33558.968579014414,20.629690845744033,3355.8968579014418,0.0
46,20.0,0.0,20.464701731858206,0.0,0.0
47,17.5,0.0,20.360066922242805,0.0,0.0
48,18.0,0.0,20.25710331161387,0.0,0.0
49,17.5,0.0,20.160267526183013,0.0,0.0
50,19.5,0.0,20.06922028585455,0.0,0.0
51,22.5,500000.0,21.00389588699587,25000.0,0.0
52,22.5,500000.0,21.22996526377143,25000.0,0.0
53,17.5,0.0,20.402314921425404,0.0,0.0
54,22.0,500000.0,21.303223510751078,25000.0,0.0
55,18.0,0.0,20.532958990708025,0.0,0.0
56,22.5,500000.0,21.47650154191784,50000.0,0.0
57,17.0,0.0,20.738260526584245,0.0,0.0
58,21.0,150953.32667405717,20.969078497746178,15095.332667405717,0.0
59,21.0,151079.8744504618,20.99868521583293,15107.98744504618,0.0
60,19.0,0.0,20.7150479212172,0.0,0.0
61,22.0,494232.50602146884,21.636111629463745,49423.25060214689,0.0
62,21.0,85317.45153636661,21.06530432428231,8531.745153636663,0.0
63,21.5,282351.7926861267,21.44106320983759,28235.179268612672,0.0
64,16.0,0.0,20.983453489655908,0.0,0.0
65,17.5,0.0,20.90144626511705,0.0,0.0
66,20.5,0.0,20.813553231686754,0.0,0.0
67,20.0,0.0,20.70908430625773,0.0,0.0
68,18.5,0.0,20.61945586886271,0.0,0.0
69,22.5,500000.0,21.541765710675076,50000.0,0.0
70,17.5,0.0,20.733602049948853,0.0,0.0
71,18.5,0.0,20.589866279082383,0.0,0.0
72,18.0,0.0,20.482157678342773,0.0,0.0
73,16.5,0.0,20.378650857682636,0.0,0.0
74,21.5,496753.0141156548,21.276996424440362,24837.65070578274,0.0
75,22.5,500000.0,21.48193567860918,25000.0,0.0
76,20.5,14140.064170950498,20.659584881467087,707.003208547525,0.0
77,19.5,0.0,20.49180856531742,0.0,0.0
78,21.0,257879.26711847298,20.934076638334123,12893.96335592365,0.0
79,21.5,447861.91433425347,21.4286248740722,22393.095716712676,0.0
80,17.0,0.0,20.722088562496477,0.0,0.0
81,18.0,0.0,20.655509248909805,0.0,0.0
82,22.5,500000.0,21.639979823570826,50000.0,0.0
83,16.0,0.0,20.89515510917054,0.0,0.0
84,21.5,338810.55236787914,21.529068002479924,33881.05523678791,0.0
85,22.5,500000.0,22.013971986991454,50000.0,0.0
86,22.0,363792.96469052316,21.986017196024598,36379.296469052315,0.0
87,18.0,0.0,21.383435595021858,0.0,0.0
88,22.5,499115.4977998878,22.319143249249144,49911.54977998878,0.0
89,17.5,0.0,21.557060079747085,0.0,0.0
90,16.5,0.0,21.437382642020154,0.0,0.0
91,19.0,0.0,21.331710774910505,0.0,0.0
92,20.0,0.0,21.228860217870245,0.0,0.0
93,20.5,0.0,21.117361635102142,0.0,0.0
94,20.0,0.0,21.0011319555197,0.0,0.0
95,16.5,0.0,20.881850970756595,0.0,0.0
96,19.0,0.0,20.76788217487322,0.0,0.0
97,17.5,0.0,20.663149216953048,0.0,0.0
98,18.5,0.0,20.561020295491748,0.0,0.0
99,22.5,500000.0,21.470990210549605,25000.0,0.0
100,17.0,0.0,20.656330649029716,0.0,0.0
101,22.0,500000.0,21.5453289338934,25000.0,0.0
102,19.0,0.0,20.767095801097305,0.0,0.0
103,22.5,500000.0,21.700421182157704,25000.0,0.0
104,19.0,0.0,20.969244706536234,0.0,0.0
