,Setpoints,Energy,Temperatures,Basic money,Money,Comfort violations
14057,20,230413.15840551746,19.994903059261322,138247.89504331048,88916.43782868919,0.005096940738678057
14058,20,243701.21358483858,19.995596061064557,146220.72815090313,92601.58713796696,0.004403938935443108
14059,20,250633.4883769205,19.997758033389307,150380.0930261523,89320.76258776692,0.0022419666106934244
14060,20,251300.18130855547,19.999835828314517,150780.10878513328,70610.32494407792,0.00016417168548343852
14061,20,255200.17862644282,19.998643342651537,102080.07145057713,69812.5608650497,0.0013566573484631306
14062,20,259169.4727308609,19.998678108253365,103667.78909234436,67301.12867874997,0.0013218917466346625
14063,17,0.0,19.465827863931274,0.0,0.0,0.0
14064,17,0.0,19.308075223950134,0.0,0.0,0.0
14065,17,0.0,19.16403234331149,0.0,0.0,0.0
14066,17,0.0,19.035672077548195,0.0,0.0,0.0
14067,17,0.0,18.902939946770125,0.0,0.0,0.0
14068,17,0.0,18.77318751458271,0.0,0.0,0.0
14069,20,499633.62718801136,19.66328590404547,99926.72543760228,152608.09508830617,0.0
14070,20,494878.8171740375,19.826851909284684,98975.76343480751,177562.51960204466,0.0
14071,20,493077.48111298337,19.9674023615152,98615.49622259667,185337.9636007482,0.03259763848479835
14072,20,451443.9575254418,20.013152468850386,180577.58301017672,170185.34310794104,0.0
14073,20,396906.7613022972,20.01731081272013,158762.7045209189,137853.65633551386,0.0
14074,20,349929.3070542743,20.01496474986678,139971.72282170973,107708.24071130564,0.0
14075,20,305815.57323508395,20.014283457564286,122326.22929403359,89353.19418782683,0.0
14076,20,266481.9783879219,20.012786814483196,106592.79135516875,74977.3694392257,0.0
14077,20,234784.04334264147,20.010300395250063,93913.6173370566,67016.75733172358,0.0
14078,20,212667.62556670036,20.00715038913441,85067.05022668015,62677.402607017924,0.0
14079,20,202661.01146844102,20.003130571000554,81064.40458737641,63817.95251141208,0.0
14080,20,212140.52826954055,19.996582887573187,84856.21130781622,78721.10723026111,0.003417112426813418
14081,20,235343.4548191364,19.99211531144182,141206.07289148183,96020.12956620764,0.007884688558178254
14082,20,253155.37705354232,19.994144453899153,151893.2262321254,99743.21855909568,0.005855546100846709
14083,20,263731.58946943056,19.996545446651517,158238.95368165834,94943.372208995,0.0034545533484831026
14084,20,271570.4962465973,19.99740027872938,162942.2977479584,83915.28334019857,0.0025997212706201367
14085,20,276823.42993916327,19.99826859983307,110729.37197566532,78230.30130080755,0.0017314001669284096
14086,20,280534.58630560397,19.998770481279532,112213.8345222416,71575.59435001179,0.001229518720467837
14087,17,0.0,19.418937538356445,0.0,0.0,0.0
14088,17,0.0,19.239614907137653,0.0,0.0,0.0
14089,17,0.0,19.082845210176863,0.0,0.0,0.0
14090,17,0.0,18.929135317588788,0.0,0.0,0.0
14091,17,0.0,18.77627366111891,0.0,0.0,0.0
14092,17,0.0,18.627838944438764,0.0,0.0,0.0
14093,17,0.0,18.485422900171304,0.0,0.0,0.0
14094,17,0.0,18.377673066472923,0.0,0.0,0.0
14095,17,0.0,18.26502109243709,0.0,0.0,0.0
14096,20,500000.0,19.18886317516182,200000.0,197280.0,0.0
14097,20,500000.0,19.40532755090919,200000.0,209390.0,0.0
14098,20,500000.0,19.605337973746238,200000.0,195010.0,0.3946620262537621
14099,20,496817.75945731363,19.815426556853662,198727.10378292546,173955.7702963838,0.18457344314633772
14100,20,477282.52330546116,19.978633928651316,190913.0093221845,154209.9832799945,0.021366071348683846
14101,20,405053.30683609005,20.023256177589857,162021.32273443602,129625.15925368555,0.0
14102,20,339702.395156538,20.0205730018799,135880.95806261522,115790.95841305754,0.0
14103,20,296358.76016832946,20.013550086009474,118543.50406733179,111490.16557532553,0.0
14104,20,281143.84483550326,20.004336761909872,112457.5379342013,117653.0761867614,0.0
14105,17,0.0,19.43618537409964,0.0,0.0,0.0
14106,17,0.0,19.249577418474676,0.0,0.0,0.0
14107,17,0.0,19.101098741279255,0.0,0.0,0.0
14108,17,0.0,18.96421675449468,0.0,0.0,0.0
14109,17,0.0,18.83323972512294,0.0,0.0,0.0
14110,17,0.0,18.70587351891734,0.0,0.0,0.0
14111,17,0.0,18.578450532723217,0.0,0.0,0.0
14112,17,0.0,18.461799411726446,0.0,0.0,0.0
14113,17,0.0,18.349298260782493,0.0,0.0,0.0
14114,17,0.0,18.23859702461276,0.0,0.0,0.0
14115,17,0.0,18.12842682236265,0.0,0.0,0.0
14116,17,0.0,18.01275075584265,0.0,0.0,0.0
14117,20,500000.0,18.906903780404804,100000.0,142760.0,0.0
14118,20,500000.0,19.10072805291041,100000.0,166000.0,0.0
14119,20,500000.0,19.262045646798008,100000.0,183670.0,0.7379543532019923
14120,20,500000.0,19.403247841643243,200000.0,171870.0,0.5967521583567574
14121,20,500000.0,19.565111512862718,200000.0,152910.0,0.43488848713728245
14122,20,497787.43141189514,19.75435692817875,199114.97256475806,140246.63092598732,0.24564307182124878
14123,20,488844.2001680097,19.9471918344256,195537.68006720388,127050.60762366572,0.052808165574401045
14124,20,426009.4234115792,20.020565366727915,170403.7693646317,109118.0537126419,0.0
14125,20,355199.24655994814,20.02245623923421,142079.69862397926,89169.21885640938,0.0
14126,20,304725.3508721834,20.015915666025386,121890.14034887336,78046.25686538362,0.0
14127,20,276959.9061959813,20.00857300266029,110783.96247839252,75731.91675022914,0.0
14128,20,272938.65176026727,20.000803645325714,109175.46070410691,85478.92695828051,0.0
14129,20,283438.6787099974,19.996181638930576,170063.20722599843,97259.1482125485,0.0038183610694240144
14130,20,292650.8242078745,19.99685136670239,175590.4945247247,97862.43561511322,0.0031486332976093934
14131,20,296547.80037268955,19.998681954268037,177928.68022361372,94865.6413392234,0.0013180457319634797
14132,20,296091.6911915434,20.00013818629221,177655.01471492604,87347.0489015053,0.0
14133,20,295746.88801197935,20.000065009115772,118298.75520479174,86210.21785549198,0.0
14134,20,296935.8617820163,19.99955724105361,118774.34471280652,79727.27888847138,0.00044275894639156377
14135,17,0.0,19.39230521752636,0.0,0.0,0.0
14136,17,0.0,19.204313925218205,0.0,0.0,0.0
14137,17,0.0,19.046047029832856,0.0,0.0,0.0
14138,17,0.0,18.897279886515026,0.0,0.0,0.0
14139,17,0.0,18.765008645746835,0.0,0.0,0.0
14140,17,0.0,18.65295594120218,0.0,0.0,0.0
14141,20,500000.0,19.563559733097758,100000.0,149480.0,0.0
14142,20,498535.3303812877,19.758796212638615,99707.06607625756,161336.00361799233,0.0
14143,20,497438.1082337759,19.911198161883743,99487.62164675519,183962.561187015,0.08880183811625741
14144,20,472201.3136744043,20.004463682386557,188880.52546976172,160425.6743077421,0.0
14145,20,408786.7498851029,20.02028696189283,163514.69995404116,124050.42712013333,0.0
14146,20,345907.1858775431,20.020173960598502,138362.87435101726,95034.54024799619,0.0
14147,20,296066.989053253,20.01596853671944,118426.79562130122,75544.45292682805,0.0
14148,20,256246.3335730911,20.012846320013445,102498.53342923644,61504.24498421333,0.0
14149,20,229236.8681847528,20.00864736938162,91694.74727390113,55415.720514982146,0.0
14150,20,212637.54896636578,20.005288311886204,85055.01958654632,54273.607998175205,0.0
14151,20,208193.78916856574,20.001262690222216,83277.5156674263,55958.326652727104,0.0
14152,20,218630.05648471098,19.996309477164356,87452.0225938844,67770.9449091307,0.0036905228356438613
14153,20,244730.8979500482,19.991109252833972,146838.5387700289,87966.07395916533,0.00889074716602778
14154,20,264188.18246082356,19.99360936175193,158512.90947649413,98558.04334883484,0.006390638248070957
14155,20,273700.25546054565,19.996925760901014,164220.1532763274,92570.90040186576,0.0030742390989857427
14156,20,279698.7721096007,19.998013969783162,167819.2632657604,86857.6566909154,0.00198603021683752
14157,20,283913.57688285934,19.99860029462611,113565.43075314374,83589.83530585145,0.001399705373888338
14158,20,289686.37877450784,19.99804555621992,115874.55150980315,80115.66491387789,0.0019544437800789183
14159,17,0.0,19.402618738420024,0.0,0.0,0.0
14160,17,0.0,19.21691463608196,0.0,0.0,0.0
14161,17,0.0,19.059043280061687,0.0,0.0,0.0
14162,17,0.0,18.894305460144068,0.0,0.0,0.0
14163,17,0.0,18.744146462751555,0.0,0.0,0.0
14164,17,0.0,18.598132038202277,0.0,0.0,0.0
14165,20,500000.0,19.487931045128484,100000.0,129970.0,0.0
14166,20,500000.0,19.667451566275,100000.0,151950.0,0.0
14167,20,497631.35701018176,19.77590518695701,99526.27140203636,183894.69166954255,0.2240948130429885
14168,20,497503.0772685119,19.90043388361008,199001.23090740477,178205.60227758097,0.0995661163899193
14169,20,470489.0517370889,20.00030002764471,188195.62069483555,145936.29406781023,0.0
14170,20,403180.2281787537,20.021808285163544,161272.0912715015,110245.60159319841,0.0
